LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Pune,2016,Maruti,Vitara Brezza VDI,Manual,"46,709 km",Diesel,1st Owner,"₹7,35,599"
Pune,2018,Maruti,Vitara Brezza LDI OPT,Manual,"28,641 km",Diesel,1st Owner,"₹7,20,999"
Pune,2018,Maruti,S Cross ALPHA SHVS,Manual,"40,057 km",Diesel,1st Owner,"₹8,97,099"
Pune,2016,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"37,490 km",Diesel,1st Owner,"₹10,24,799"
Pune,2018,Tata,NEXON XZ+ 1.5,Manual,"24,568 km",Diesel,1st Owner,"₹8,26,299"
Pune,2017,Toyota,Innova Crysta Touring Sport Diesel AT,Automatic,"54,730 km",Diesel,3rd Owner,"₹15,62,799"
Pune,2015,Hyundai,Creta 1.6 SX CRDI,Manual,"72,365 km",Diesel,1st Owner,"₹8,90,999"
Pune,2017,Maruti,Ertiga VDI SHVS,Manual,"54,343 km",Diesel,1st Owner,"₹8,05,699"
Pune,2017,Honda,WR-V 1.5 i-DTEC S MT,Manual,"75,817 km",Diesel,1st Owner,"₹7,07,899"
Pune,2019,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,,"9,675 km",Petrol,1st Owner,"₹9,88,699"
Pune,2009,Toyota,Innova 2.5 V 7STR,Manual,"1,93,505 km",Diesel,2nd Owner,"₹4,30,199"
Pune,2016,Hyundai,Creta 1.6 SX PLUS AUTO PETROL,Automatic,"65,599 km",Petrol,1st Owner,"₹8,79,099"
Pune,2016,Hyundai,Creta 1.6 SX PLUS AUTO PETROL,Automatic,"51,216 km",Petrol,2nd Owner,"₹8,59,799"
Pune,2015,Mahindra,TUV300 T8 AT,Automatic,"97,261 km",Diesel,2nd Owner,"₹5,99,299"
Pune,2012,Maruti,Ertiga VXI,Manual,"94,872 km",Petrol,2nd Owner,"₹4,89,299"
Pune,2009,Toyota,Innova 2.5 V 8 STR,Manual,"1,01,849 km",Diesel,1st Owner,"₹5,47,799"
Pune,2019,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"58,841 km",Petrol + CNG,1st Owner,"₹4,86,599"
Pune,2016,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"1,12,308 km",Diesel,1st Owner,"₹9,66,199"
Pune,2016,Maruti,Vitara Brezza ZDI,Manual,"67,018 km",Diesel,1st Owner,"₹7,59,499"
Pune,2018,Tata,NEXON XZ+ 1.5,Manual,"36,514 km",Diesel,1st Owner,"₹8,53,699"
Pune,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"26,225 km",Petrol,1st Owner,"₹11,02,999"
Pune,2016,Maruti,Ertiga VDI SHVS,Manual,"30,894 km",Diesel,1st Owner,"₹7,54,599"
Pune,2019,Maruti,Vitara Brezza ZDI,Manual,"48,152 km",Diesel,1st Owner,"₹9,60,199"
Pune,2015,Renault,Duster 85 PS RXL,Manual,"85,991 km",Diesel,1st Owner,"₹5,16,299"
Pune,2019,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"8,635 km",Petrol,1st Owner,"₹10,68,999"
Pune,2018,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"48,945 km",Diesel,3rd Owner,"₹9,90,899"
Pune,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"69,470 km",Petrol,1st Owner,"₹6,93,099"
Pune,2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"35,579 km",Diesel,1st Owner,"₹9,69,699"
Pune,2018,Maruti,Ertiga VDI SHVS LIMITED EDITION,Manual,"54,359 km",Diesel,1st Owner,"₹8,30,299"
Pune,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"18,651 km",Petrol,1st Owner,"₹10,59,799"
Pune,2017,Maruti,Ertiga VDI SHVS,Manual,"80,141 km",Diesel,1st Owner,"₹7,86,699"
Pune,2019,Hyundai,Creta 1.6 SX VTVT,Manual,"17,046 km",Petrol,1st Owner,"₹10,74,699"
Pune,2019,Maruti,Vitara Brezza VDI AMT,Manual,"66,990 km",Diesel,1st Owner,"₹8,04,199"
Pune,2018,Tata,Hexa Varicor 400 XTA,Automatic,"54,600 km",Diesel,1st Owner,"₹11,51,599"
Pune,2018,Maruti,Ertiga VDI SHVS,Manual,"65,860 km",Diesel,1st Owner,"₹9,39,399"
Pune,2017,Toyota,Innova Crysta 2.8 GX AT 7 STR,Automatic,"98,968 km",Diesel,1st Owner,"₹14,29,999"
Pune,2019,Hyundai,VENUE SX(O) CRDi,Manual,"58,088 km",Diesel,1st Owner,"₹9,74,399"
Pune,2015,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"92,884 km",Diesel,1st Owner,"₹5,86,399"
Pune,2017,Maruti,Vitara Brezza ZDI PLUS,Manual,"67,034 km",Diesel,1st Owner,"₹8,03,699"
Pune,2018,Maruti,Ertiga VDI SHVS LIMITED EDITION,Manual,"35,137 km",Diesel,1st Owner,"₹8,37,999"
Pune,2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"53,887 km",Diesel,1st Owner,"₹8,80,799"
Pune,2018,Maruti,Ertiga VDI SHVS,Manual,"46,459 km",Diesel,1st Owner,"₹9,32,199"
Pune,2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"22,440 km",Diesel,1st Owner,"₹15,20,099"
Pune,2017,Maruti,S Cross ZETA SHVS,Manual,"80,785 km",Diesel,1st Owner,"₹8,80,899"
Pune,2017,Tata,Hexa Varicor 400 XTA,Automatic,"72,842 km",Diesel,1st Owner,"₹11,28,399"
Pune,2018,Tata,Hexa Varicor 400 XTA,Automatic,"49,921 km",Diesel,1st Owner,"₹13,03,799"
Pune,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,,"8,459 km",Petrol,1st Owner,"₹10,95,699"
Pune,2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"62,859 km",Diesel,1st Owner,"₹9,02,199"
Pune,2012,Maruti,Ertiga ZDI,Manual,"93,867 km",Diesel,2nd Owner,"₹4,70,999"
Pune,2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"79,362 km",Diesel,1st Owner,"₹12,10,499"
Pune,2019,Maruti,Vitara Brezza VDI,Manual,"44,471 km",Diesel,1st Owner,"₹8,64,899"
Pune,2019,Hyundai,Creta 1.4 S CRDI,Manual,"47,826 km",Diesel,2nd Owner,"₹9,85,899"
Pune,2017,Tata,Hexa Varicor 400 XTA,Automatic,"1,03,863 km",Diesel,1st Owner,"₹10,54,899"
Pune,2018,Toyota,Innova Crysta 2.8 ZX AT 7 STR,Automatic,"52,726 km",Diesel,1st Owner,"₹18,14,099"
Pune,2015,Maruti,S Cross ALPHA 1.6,Manual,"71,907 km",Diesel,1st Owner,"₹6,75,799"
Pune,2016,Hyundai,Creta 1.6 SX PLUS AUTO PETROL,Automatic,"53,817 km",Petrol,1st Owner,"₹9,93,099"
Pune,2019,Tata,Hexa XM+,Manual,"56,090 km",Diesel,1st Owner,"₹11,27,099"
Pune,2008,Toyota,Innova 2.5 G3 8 STR,,"2,70,002 km",Diesel,1st Owner,"₹3,51,599"
Bengaluru,2014,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"19,207 km",Petrol,3rd Owner,"₹5,38,399"
Bengaluru,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"17,936 km",Petrol,2nd Owner,"₹6,59,899"
Bengaluru,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"31,432 km",Petrol,1st Owner,"₹7,37,599"
Bengaluru,2016,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"18,286 km",Petrol,1st Owner,"₹9,56,599"
Bengaluru,2019,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"53,341 km",Diesel,1st Owner,"₹10,49,699"
Bengaluru,2017,Tata,Hexa Varicor 400 XTA,Automatic,"47,140 km",Diesel,1st Owner,"₹13,82,099"
Bengaluru,2013,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"68,572 km",Petrol,2nd Owner,"₹5,64,999"
Bengaluru,2017,Renault,Duster RXZ DIESEL 110,Manual,"95,627 km",Diesel,1st Owner,"₹8,58,299"
Bengaluru,2012,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"46,403 km",Petrol,2nd Owner,"₹2,95,299"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"18,812 km",Petrol,2nd Owner,"₹4,47,799"
Bengaluru,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"33,696 km",Petrol,1st Owner,"₹6,60,999"
Bengaluru,2015,Renault,Duster 85 PS RXL OPT,Manual,"69,773 km",Diesel,2nd Owner,"₹6,71,699"
Bengaluru,2019,Maruti,Vitara Brezza ZDI AMT,Automatic,"15,297 km",Diesel,1st Owner,"₹10,62,699"
Bengaluru,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"9,598 km",Petrol,1st Owner,"₹11,86,399"
Bengaluru,2019,Mahindra,XUV 3OO 1.2 W8 OPT,,"30,916 km",Petrol,1st Owner,"₹10,55,799"
Bengaluru,2016,Maruti,S Cross ZETA 1.3,Manual,"31,699 km",Diesel,2nd Owner,"₹7,00,199"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"27,918 km",Petrol,1st Owner,"₹4,67,399"
Bengaluru,2020,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"13,768 km",Petrol,1st Owner,"₹11,32,099"
Bengaluru,2017,Maruti,Ertiga ZXI,Manual,"30,910 km",Petrol,1st Owner,"₹8,00,199"
Bengaluru,2015,Maruti,Ertiga VDI ABS,Manual,"53,684 km",Diesel,2nd Owner,"₹6,57,399"
Bengaluru,2019,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,,"8,881 km",Petrol,1st Owner,"₹10,50,599"
Bengaluru,2019,Maruti,Vitara Brezza ZDI AMT,Automatic,"22,714 km",Diesel,1st Owner,"₹10,51,499"
Bengaluru,2020,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"39,594 km",Diesel,1st Owner,"₹8,91,399"
Bengaluru,2009,Toyota,Innova 2.5 V 7STR,Manual,"1,43,837 km",Diesel,2nd Owner,"₹7,34,899"
Bengaluru,2016,Hyundai,Creta 1.6 SX CRDI,,"1,13,273 km",Diesel,1st Owner,"₹8,17,699"
Bengaluru,2016,Maruti,Eeco 5 STR,Manual,"62,880 km",Petrol,1st Owner,"₹3,96,799"
Bengaluru,2009,Maruti,Omni 5 SEATER,Manual,"16,094 km",Petrol,1st Owner,"₹1,75,399"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"5,711 km",Petrol,1st Owner,"₹4,69,799"
Bengaluru,2016,Mahindra,Bolero Power+ ZLX,Manual,"42,731 km",Diesel,1st Owner,"₹6,59,799"
Bengaluru,2019,Ford,Ecosport 1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),,"3,624 km",Petrol,1st Owner,"₹10,27,199"
Bengaluru,2018,Honda,BR-V 1.5 i-VTEC V CVT,Automatic,"46,448 km",Petrol,1st Owner,"₹9,06,999"
Bengaluru,2015,Renault,Duster RXZ DIESEL 110,Manual,"97,986 km",Diesel,1st Owner,"₹6,58,899"
Bengaluru,2015,Ford,Ecosport 1.5 TITANIUMTDCI OPT,Manual,"93,977 km",Diesel,1st Owner,"₹6,84,599"
Bengaluru,2012,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"1,28,797 km",Diesel,2nd Owner,"₹8,94,099"
Bengaluru,2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"17,349 km",Diesel,1st Owner,"₹14,84,599"
Bengaluru,2014,Renault,Duster RXL 110 PS ADVENTURE,Manual,"89,091 km",Diesel,1st Owner,"₹6,30,599"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"6,081 km",Petrol,1st Owner,"₹4,66,399"
Bengaluru,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"16,638 km",Petrol,1st Owner,"₹3,94,599"
Bengaluru,2013,Renault,Duster RXL PACK DIESEL 85,Manual,"60,187 km",Diesel,1st Owner,"₹6,01,099"
Bengaluru,2019,Mahindra,Bolero Power+ SLX,Manual,"18,205 km",Diesel,1st Owner,"₹7,53,799"
Bengaluru,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"77,458 km",Diesel,2nd Owner,"₹10,55,799"
Bengaluru,2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"54,689 km",Petrol,1st Owner,"₹8,27,299"
Bengaluru,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"6,782 km",Petrol,1st Owner,"₹11,68,499"
Bengaluru,2014,Maruti,Ertiga VDI ABS,Manual,"77,103 km",Diesel,1st Owner,"₹7,01,399"
Bengaluru,2020,Maruti,Ertiga VXI SMART HYBRID,Manual,"6,296 km",Petrol,1st Owner,"₹9,35,299"
Bengaluru,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"33,525 km",Diesel,1st Owner,"₹8,18,599"
Bengaluru,2016,Mahindra,TUV300 T8,Manual,"49,059 km",Diesel,1st Owner,"₹7,44,099"
Bengaluru,2016,Maruti,S Cross ZETA 1.3,Manual,"61,221 km",Diesel,1st Owner,"₹7,45,999"
Bengaluru,2017,Maruti,Vitara Brezza ZDI,Manual,"45,449 km",Diesel,2nd Owner,"₹7,94,499"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"6,081 km",Petrol,1st Owner,"₹4,66,399"
Bengaluru,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"16,638 km",Petrol,1st Owner,"₹3,94,599"
Bengaluru,2013,Renault,Duster RXL PACK DIESEL 85,Manual,"60,187 km",Diesel,1st Owner,"₹6,01,099"
Bengaluru,2019,Mahindra,Bolero Power+ SLX,Manual,"18,205 km",Diesel,1st Owner,"₹7,53,799"
Bengaluru,2019,Mahindra,XUV 3OO 1.2 W8 OPT,,"2,742 km",Petrol,1st Owner,"₹11,81,299"
Bengaluru,2018,Ford,Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),Manual,"12,925 km",Petrol,1st Owner,"₹11,11,399"
Bengaluru,2018,Tata,NEXON XZA+ 1.5 Dual Tone,Automatic,"30,475 km",Diesel,1st Owner,"₹10,50,299"
Bengaluru,2016,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"1,04,372 km",Diesel,1st Owner,"₹9,24,699"
Bengaluru,2017,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"53,007 km",Diesel,1st Owner,"₹9,88,199"
Bengaluru,2014,Mahindra,Bolero ZLX,Manual,"1,14,198 km",Diesel,2nd Owner,"₹5,43,399"
Bengaluru,2014,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"1,23,105 km",Petrol,1st Owner,"₹4,40,499"
Bengaluru,2020,Mahindra,Bolero B6,Manual,"9,411 km",Diesel,1st Owner,"₹10,34,999"
Bengaluru,2018,Hyundai,Creta 1.6 SX PLUS AUTO PETROL,Automatic,"58,543 km",Petrol,1st Owner,"₹12,00,599"
Bengaluru,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"77,458 km",Diesel,2nd Owner,"₹10,55,799"
Bengaluru,2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"54,689 km",Petrol,1st Owner,"₹8,27,299"
Bengaluru,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"6,782 km",Petrol,1st Owner,"₹11,68,499"
Bengaluru,2014,Maruti,Ertiga VDI ABS,Manual,"77,103 km",Diesel,1st Owner,"₹7,01,399"
Bengaluru,2020,Maruti,Ertiga VXI SMART HYBRID,Manual,"6,296 km",Petrol,1st Owner,"₹9,35,299"
Bengaluru,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"33,525 km",Diesel,1st Owner,"₹8,18,599"
Bengaluru,2016,Mahindra,TUV300 T8,Manual,"49,059 km",Diesel,1st Owner,"₹7,44,099"
Bengaluru,2016,Maruti,S Cross ZETA 1.3,Manual,"61,221 km",Diesel,1st Owner,"₹7,45,999"
Bengaluru,2017,Maruti,Vitara Brezza ZDI,Manual,"45,449 km",Diesel,2nd Owner,"₹7,94,499"
Bengaluru,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"17,010 km",Petrol,1st Owner,"₹4,32,699"
Bengaluru,2013,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"39,651 km",Petrol,2nd Owner,"₹6,56,199"
Bengaluru,2020,Renault,Duster RXZ,Manual,"6,996 km",Petrol,1st Owner,"₹11,39,299"
Bengaluru,2015,Hyundai,Creta 1.6 S,Manual,"44,396 km",Petrol,1st Owner,"₹8,27,399"
Bengaluru,2017,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"22,688 km",Petrol,1st Owner,"₹7,80,499"
Bengaluru,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"3,381 km",Petrol,1st Owner,"₹12,20,999"
Bengaluru,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"31,895 km",Petrol,1st Owner,"₹4,10,799"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"24,032 km",Petrol,1st Owner,"₹4,47,399"
Bengaluru,2019,Hyundai,VENUE 1.0L Turbo GDI SX(O) MT,Manual,"10,683 km",Petrol,1st Owner,"₹10,97,799"
Bengaluru,2018,Renault,Duster RXZ DIESEL 110,Manual,"89,441 km",Diesel,1st Owner,"₹8,40,399"
Bengaluru,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"35,283 km",Petrol,1st Owner,"₹4,12,099"
Bengaluru,2017,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Manual,"26,280 km",Petrol,1st Owner,"₹8,12,199"
Bengaluru,2019,Maruti,Eeco 5 STR,Manual,"8,860 km",Petrol,1st Owner,"₹3,93,199"
Bengaluru,2012,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"33,267 km",Petrol,2nd Owner,"₹3,27,999"
Bengaluru,2016,Mahindra,Kuv100 K6 D 6 STR,Manual,"38,594 km",Diesel,1st Owner,"₹3,99,799"
Bengaluru,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"62,503 km",Petrol,1st Owner,"₹3,78,899"
Bengaluru,2019,Renault,Duster 85 PS RXE,Manual,"11,837 km",Diesel,1st Owner,"₹9,94,799"
Bengaluru,2018,Maruti,Vitara Brezza ZDI,Manual,"31,071 km",Diesel,1st Owner,"₹8,41,799"
Bengaluru,2016,Maruti,S Cross ZETA 1.3,Manual,"54,166 km",Diesel,1st Owner,"₹7,50,099"
Bengaluru,2015,Ford,Ecosport 1.0 ECOBOOST TITANIUM,Manual,"1,48,758 km",Petrol,1st Owner,"₹5,57,799"
Bengaluru,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"6,615 km",Petrol,1st Owner,"₹8,41,299"
Bengaluru,2014,Maruti,Ertiga VXI,Manual,"19,728 km",Petrol,1st Owner,"₹6,23,899"
Bengaluru,2017,Hyundai,Creta 1.6 E + VTVT,Manual,"23,831 km",Petrol,1st Owner,"₹8,16,399"
Bengaluru,2016,Maruti,Vitara Brezza ZDI,Manual,"1,23,181 km",Diesel,1st Owner,"₹6,51,699"
Bengaluru,2017,Mahindra,XUV500 W10 AT FWD,Automatic,"64,724 km",Diesel,1st Owner,"₹14,57,699"
Bengaluru,2018,Mahindra,XUV500 W7 FWD,,"45,553 km",Diesel,1st Owner,"₹13,41,499"
Bengaluru,2015,Hyundai,Santa Fe 4WD AT,Automatic,"66,880 km",Diesel,2nd Owner,"₹14,44,799"
Bengaluru,2018,Mahindra,XUV500 W11 (O),,"33,834 km",Diesel,1st Owner,"₹14,55,899"
Bengaluru,2018,Hyundai,Tucson New 2WD AT GLS DIESEL,Automatic,"72,527 km",Diesel,2nd Owner,"₹15,30,799"
Bengaluru,2017,Jeep,Compass 2.0 LIMITED,Manual,"70,290 km",Diesel,1st Owner,"₹14,65,299"
Bengaluru,2017,Jeep,Compass 2.0 LIMITED 4*2,Manual,"43,438 km",Diesel,1st Owner,"₹14,63,299"
Bengaluru,2016,Mahindra,XUV500 W6 4X2,Manual,"1,09,225 km",Diesel,1st Owner,"₹9,10,699"
Bengaluru,2018,Toyota,Fortuner 2.8 4x2 MT,Manual,"35,464 km",Diesel,1st Owner,"₹29,38,999"
Bengaluru,2014,Hyundai,Xcent SX AT 1.2 OPT,Automatic,"52,497 km",Petrol,1st Owner,"₹5,15,399"
Bengaluru,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,07,116 km",Diesel,2nd Owner,"₹4,31,499"
Bengaluru,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"63,858 km",Petrol,1st Owner,"₹4,46,099"
Bengaluru,2017,Honda,City V MT PETROL,Manual,"46,971 km",Petrol,1st Owner,"₹8,43,999"
Bengaluru,2021,Skoda,Rapid ACTIVE 1.0 TSI,,"11,325 km",Petrol,1st Owner,"₹9,59,499"
Bengaluru,2014,Maruti,Swift Dzire VDI BS IV,Manual,"79,378 km",Diesel,2nd Owner,"₹5,42,999"
Bengaluru,2012,Maruti,Swift Dzire ZXI 1.2 BS IV,Manual,"1,47,268 km",Petrol,2nd Owner,"₹4,34,599"
Bengaluru,2012,Maruti,Swift Dzire VDI BS IV,Manual,"97,067 km",Diesel,1st Owner,"₹4,56,999"
Bengaluru,2014,Maruti,Swift Dzire ZDI,Manual,"87,454 km",Diesel,2nd Owner,"₹5,30,599"
Bengaluru,2018,Maruti,Dzire VXI,Manual,"17,431 km",Petrol,1st Owner,"₹6,84,899"
Bengaluru,2018,Maruti,Dzire VXI,Manual,"27,281 km",Petrol,1st Owner,"₹6,75,499"
Bengaluru,2015,Maruti,Swift Dzire VDI ABS,Manual,"44,453 km",Diesel,1st Owner,"₹6,17,199"
Bengaluru,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"1,64,521 km",Petrol,1st Owner,"₹6,43,199"
Bengaluru,2020,Volkswagen,Vento HIGHLINE PLUS 1.0 TSI AT,Automatic,"8,464 km",Petrol,1st Owner,"₹14,02,699"
Bengaluru,2018,Maruti,Dzire VXI,Manual,"23,838 km",Petrol,1st Owner,"₹6,43,099"
Bengaluru,2015,Maruti,Swift Dzire ZXI 1.2 BS IV,Manual,"46,629 km",Petrol,1st Owner,"₹5,35,599"
Bengaluru,2014,Honda,Amaze 1.2 VXMT I VTEC,Manual,"68,157 km",Petrol,1st Owner,"₹4,17,399"
Bengaluru,2013,Honda,City V MT PETROL,Manual,"57,397 km",Petrol,1st Owner,"₹4,91,699"
Bengaluru,2014,Hyundai,Verna FLUIDIC 1.6 VTVT SX AT,Automatic,"64,279 km",Petrol,1st Owner,"₹5,89,699"
Bengaluru,2019,Skoda,Rapid STYLE 1.6 MPI MT,Manual,"3,353 km",Petrol,1st Owner,"₹9,54,599"
Bengaluru,2014,Skoda,Rapid 1.5 TDI AT ELEGANCE,Automatic,"77,828 km",Diesel,1st Owner,"₹5,23,599"
Bengaluru,2018,Toyota,YARIS V CVT,Automatic,"35,733 km",Petrol,2nd Owner,"₹9,34,699"
Bengaluru,2014,Hyundai,Xcent S 1.2,Manual,"41,516 km",Petrol,1st Owner,"₹4,42,099"
Bengaluru,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"42,772 km",Petrol,1st Owner,"₹5,12,699"
Bengaluru,2015,Maruti,Ciaz ZXI AT,Automatic,"70,739 km",Petrol,1st Owner,"₹6,70,699"
Bengaluru,2010,Honda,City S MT PETROL,Manual,"86,559 km",Petrol,2nd Owner,"₹4,10,799"
Bengaluru,2018,Maruti,Dzire VDI,Manual,"69,361 km",Diesel,1st Owner,"₹6,97,199"
Bengaluru,2015,Honda,Amaze 1.5 SMT I DTEC,Manual,"47,532 km",Diesel,1st Owner,"₹4,07,099"
Bengaluru,2014,Hyundai,Xcent SX 1.2 OPT,Manual,"55,503 km",Petrol,2nd Owner,"₹4,32,299"
Bengaluru,2017,Honda,City V MT PETROL,Manual,"22,293 km",Petrol,1st Owner,"₹8,14,000"
Bengaluru,2014,Honda,City S MT PETROL,Manual,"20,078 km",Petrol,1st Owner,"₹6,05,899"
Bengaluru,2015,Honda,City V MT PETROL,Manual,"65,102 km",Petrol,2nd Owner,"₹6,20,899"
Bengaluru,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"30,852 km",Petrol,3rd Owner,"₹4,84,599"
Bengaluru,2017,Maruti,Dzire ZDI AMT,Automatic,"37,756 km",Diesel,1st Owner,"₹6,98,499"
Bengaluru,2018,Maruti,Dzire VXI,Manual,"12,175 km",Petrol,1st Owner,"₹6,78,799"
Bengaluru,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"42,534 km",Petrol,1st Owner,"₹4,79,399"
Bengaluru,2014,Hyundai,Xcent SX 1.2 OPT,Manual,"89,674 km",Petrol,1st Owner,"₹4,26,999"
Bengaluru,2014,Maruti,Swift Dzire ZDI,Manual,"1,12,874 km",Diesel,1st Owner,"₹4,85,499"
Bengaluru,2014,Maruti,Swift Dzire VDI BS IV,Manual,"75,129 km",Diesel,1st Owner,"₹4,86,199"
Bengaluru,2009,Honda,City S MT PETROL,Manual,"1,42,543 km",Petrol,1st Owner,"₹2,90,199"
Bengaluru,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,30,343 km",Diesel,1st Owner,"₹4,70,599"
Bengaluru,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"42,551 km",Petrol,1st Owner,"₹5,15,899"
Bengaluru,2013,Honda,Amaze 1.2 VXMT I VTEC,Manual,"62,825 km",Petrol,1st Owner,"₹4,92,599"
Bengaluru,2014,Honda,City SV MT DIESEL,Manual,"61,612 km",Diesel,1st Owner,"₹5,47,499"
Bengaluru,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"20,930 km",Petrol,1st Owner,"₹5,28,399"
Bengaluru,2018,Honda,Amaze 1.2 V CVT I VTEC,,"19,150 km",Petrol,1st Owner,"₹6,85,799"
Bengaluru,2017,Honda,City V MT PETROL,Manual,"18,672 km",Petrol,1st Owner,"₹8,20,199"
Bengaluru,2014,Hyundai,Xcent S 1.2 OPT,Manual,"79,119 km",Petrol,1st Owner,"₹4,06,999"
Bengaluru,2014,Honda,City SV MT PETROL,Manual,"71,778 km",Petrol,1st Owner,"₹5,68,199"
Bengaluru,2015,Maruti,Ciaz ZDI+,Manual,"76,324 km",Diesel,1st Owner,"₹6,65,599"
Bengaluru,2015,Maruti,Swift Dzire ZDI,Manual,"85,486 km",Diesel,1st Owner,"₹5,58,699"
Bengaluru,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"1,15,096 km",Petrol,1st Owner,"₹3,98,499"
Bengaluru,2014,Honda,City SV MT DIESEL,Manual,"85,799 km",Diesel,1st Owner,"₹6,34,699"
Bengaluru,2013,Nissan,Sunny XL CVT,Automatic,"45,134 km",Petrol,1st Owner,"₹4,53,799"
Bengaluru,2017,Maruti,Dzire VDI AMT,Automatic,"46,873 km",Diesel,1st Owner,"₹6,66,499"
Bengaluru,2018,Maruti,Dzire VXI,Manual,"12,175 km",Petrol,1st Owner,"₹6,78,799"
Bengaluru,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"42,534 km",Petrol,1st Owner,"₹4,79,399"
Bengaluru,2014,Hyundai,Xcent SX 1.2 OPT,Manual,"89,674 km",Petrol,1st Owner,"₹4,26,999"
