LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
New Delhi,2018,Hyundai,Creta 1.6 SX AT CRDI,,"44,510 km",Diesel,1st Owner,"₹11,93,799"
New Delhi,2014,Maruti,Ertiga VXI,Manual,"69,054 km",Petrol,1st Owner,"₹4,31,799"
New Delhi,2017,Honda,WR-V 1.5 i-DTEC S MT,Manual,"79,597 km",Diesel,1st Owner,"₹5,61,099"
New Delhi,2017,Maruti,S Cross ZETA SHVS,Manual,"82,730 km",Diesel,1st Owner,"₹6,76,399"
New Delhi,2019,Hyundai,Creta 1.6 E + VTVT,Manual,"12,883 km",Petrol,1st Owner,"₹9,11,699"
New Delhi,2018,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"49,594 km",Diesel,1st Owner,"₹7,71,499"
New Delhi,2018,Maruti,Vitara Brezza VDI,Manual,"57,789 km",Diesel,1st Owner,"₹6,32,199"
New Delhi,2017,Maruti,S Cross ALPHA 1.3,Manual,"64,361 km",Diesel,1st Owner,"₹6,52,799"
New Delhi,2017,Hyundai,Creta 1.4 E PLUS CRDI,,"72,727 km",Diesel,1st Owner,"₹7,80,899"
New Delhi,2018,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"63,613 km",Diesel,1st Owner,"₹10,08,999"
New Delhi,2014,Ford,Ecosport 1.5 TREND TDCI,Manual,"91,788 km",Diesel,1st Owner,"₹3,78,399"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"92,335 km",Diesel,1st Owner,"₹6,62,499"
New Delhi,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"1,46,339 km",Diesel,1st Owner,"₹5,37,999"
New Delhi,2015,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"53,083 km",Petrol,1st Owner,"₹7,15,000"
New Delhi,2021,Hyundai,VENUE S MT 1.2 KAPPA,,"2,589 km",Petrol,1st Owner,"₹7,94,699"
New Delhi,2013,Maruti,Ertiga VDI ABS,Manual,"48,789 km",Diesel,1st Owner,"₹4,87,899"
New Delhi,2014,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"56,968 km",Petrol,2nd Owner,"₹5,19,699"
New Delhi,2012,Renault,Duster RXL DIESEL 110,Manual,"74,898 km",Diesel,1st Owner,"₹3,55,699"
New Delhi,2017,Mahindra,TUV300 T8 DUAL TONE,Manual,"40,804 km",Diesel,1st Owner,"₹5,98,199"
New Delhi,2018,Maruti,Vitara Brezza ZDI,Manual,"26,137 km",Diesel,1st Owner,"₹7,85,799"
New Delhi,2012,Renault,Duster 85 PS RXL,Manual,"70,637 km",Diesel,1st Owner,"₹4,19,499"
New Delhi,2019,Hyundai,VENUE 1.0L Turbo GDI SX(O) MT,Manual,"13,991 km",Petrol,1st Owner,"₹9,24,599"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"27,082 km",Diesel,1st Owner,"₹8,31,499"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"65,146 km",Diesel,1st Owner,"₹7,00,799"
New Delhi,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"48,775 km",Petrol,1st Owner,"₹3,95,299"
New Delhi,2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"42,537 km",Diesel,2nd Owner,"₹7,91,999"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"58,078 km",Diesel,1st Owner,"₹6,25,999"
New Delhi,2013,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"74,083 km",Diesel,1st Owner,"₹5,98,499"
New Delhi,2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"15,077 km",Diesel,1st Owner,"₹9,47,099"
New Delhi,2016,Mahindra,Scorpio S10,Manual,"59,831 km",Diesel,1st Owner,"₹10,33,199"
New Delhi,2019,Maruti,Vitara Brezza ZDI AMT,Automatic,"27,455 km",Diesel,2nd Owner,"₹9,31,699"
New Delhi,2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"54,790 km",Diesel,1st Owner,"₹8,00,199"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"87,627 km",Diesel,1st Owner,"₹6,18,399"
New Delhi,2019,Maruti,Vitara Brezza ZDI,Manual,"48,594 km",Diesel,1st Owner,"₹8,80,099"
New Delhi,2013,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"55,401 km",Diesel,1st Owner,"₹7,62,999"
New Delhi,2018,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"59,837 km",Diesel,2nd Owner,"₹10,71,599"
New Delhi,2015,Hyundai,Creta 1.6 S,Manual,"22,013 km",Petrol,1st Owner,"₹8,32,599"
New Delhi,2014,Mahindra,Scorpio S10,Manual,"48,555 km",Diesel,1st Owner,"₹8,35,499"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"90,783 km",Diesel,2nd Owner,"₹6,95,299"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"37,057 km",Diesel,1st Owner,"₹7,53,899"
New Delhi,2019,Maruti,Vitara Brezza ZDI AMT,Automatic,"37,054 km",Diesel,1st Owner,"₹9,07,199"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"83,597 km",Diesel,1st Owner,"₹6,47,299"
New Delhi,2016,Maruti,Vitara Brezza LDI,Manual,"1,01,948 km",Diesel,1st Owner,"₹5,04,099"
New Delhi,2019,Mahindra,Bolero POWER+ SLE,Manual,"49,836 km",Diesel,1st Owner,"₹7,02,199"
New Delhi,2013,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"92,380 km",Diesel,2nd Owner,"₹4,42,199"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"82,414 km",Diesel,1st Owner,"₹7,76,999"
New Delhi,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"62,254 km",Diesel,1st Owner,"₹5,62,499"
New Delhi,2013,Ford,Ecosport 1.5 TITANIUMTDCI OPT,Manual,"80,686 km",Diesel,2nd Owner,"₹4,68,199"
New Delhi,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"94,413 km",Diesel,1st Owner,"₹4,39,099"
New Delhi,2016,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"78,878 km",Diesel,1st Owner,"₹8,38,899"
New Delhi,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"88,882 km",Diesel,1st Owner,"₹7,84,399"
New Delhi,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"1,27,192 km",Diesel,1st Owner,"₹4,36,499"
New Delhi,2013,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"1,88,137 km",Diesel,1st Owner,"₹3,53,699"
New Delhi,2014,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"82,096 km",Diesel,1st Owner,"₹9,96,799"
New Delhi,2016,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"1,42,527 km",Diesel,1st Owner,"₹8,02,399"
New Delhi,2018,Mahindra,Scorpio S7 140 BHP 2WD,Manual,"1,02,559 km",Diesel,2nd Owner,"₹9,32,499"
New Delhi,2014,Toyota,Innova 2.5 VX 7 STR BS IV,Manual,"3,99,905 km",Diesel,1st Owner,"₹6,90,999"
New Delhi,2014,Toyota,Innova 2.5 VX 7 STR BS IV,Manual,"1,10,686 km",Diesel,1st Owner,"₹7,71,999"
New Delhi,2013,Renault,Duster RXL DIESEL 110,Manual,"63,766 km",Diesel,1st Owner,"₹3,55,699"
New Delhi,2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"25,139 km",Petrol,1st Owner,"₹13,17,799"
New Delhi,2013,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"37,263 km",Diesel,1st Owner,"₹4,06,599"
New Delhi,2018,Honda,WR-V 1.2 i-VTEC S MT Edge Edition,,"16,444 km",Petrol,1st Owner,"₹6,51,399"
New Delhi,2016,Maruti,Vitara Brezza LDI OPT,Manual,"43,476 km",Diesel,1st Owner,"₹5,75,499"
New Delhi,2015,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"60,067 km",Petrol,2nd Owner,"₹7,04,899"
New Delhi,2017,Mahindra,Kuv100 K6+ D 6 STR,Manual,"48,100 km",Diesel,1st Owner,"₹3,48,899"
New Delhi,2020,Hyundai,Creta 1.5 EX Petrol MT,Manual,"7,599 km",Petrol,1st Owner,"₹11,58,000"
New Delhi,2018,Maruti,Vitara Brezza VDI,Manual,"25,800 km",Diesel,1st Owner,"₹7,64,699"
New Delhi,2013,Ford,Ecosport 1.5 TREND TDCI,Manual,"66,940 km",Diesel,1st Owner,"₹3,90,699"
New Delhi,2018,Maruti,Eeco 5 STR CNG WITH HTR,Manual,"47,263 km",Petrol + CNG,1st Owner,"₹3,82,899"
New Delhi,2018,Maruti,Vitara Brezza ZDI,Manual,"26,816 km",Diesel,1st Owner,"₹8,53,199"
New Delhi,2015,Mahindra,Scorpio S4PLUS,Manual,"82,667 km",Diesel,1st Owner,"₹6,45,099"
New Delhi,2020,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,766 km,Petrol,1st Owner,"₹9,19,000"
New Delhi,2011,Honda,City V MT PETROL,Manual,"61,366 km",Petrol,2nd Owner,"₹3,31,000"
New Delhi,2010,Maruti,Swift Dzire LXI 1.2 BS IV,Manual,"50,475 km",Petrol,1st Owner,"₹2,49,000"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"56,930 km",Petrol,1st Owner,"₹4,09,000"
New Delhi,2013,Nissan,Sunny XL DIESEL,Manual,"65,603 km",Diesel,1st Owner,"₹2,37,000"
New Delhi,2019,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"31,591 km",Petrol,1st Owner,"₹7,05,000"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"72,694 km",Diesel,1st Owner,"₹3,68,000"
New Delhi,2015,Maruti,Swift Dzire VDI BS IV,Manual,"80,515 km",Diesel,1st Owner,"₹4,05,000"
New Delhi,2013,Hyundai,Verna FLUIDIC 1.6 SX CRDI,Manual,"92,768 km",Diesel,1st Owner,"₹4,17,000"
New Delhi,2016,Honda,City V MT PETROL,Manual,"97,243 km",Petrol,1st Owner,"₹5,91,000"
New Delhi,2013,Renault,Scala RXL PETROL,Manual,"99,412 km",Petrol,2nd Owner,"₹2,35,000"
New Delhi,2016,Maruti,Ciaz VDI+ SHVS,Manual,"52,979 km",Diesel,2nd Owner,"₹5,40,000"
New Delhi,2013,Volkswagen,Vento COMFORTLINE DIESEL,Manual,"95,569 km",Diesel,1st Owner,"₹2,87,000"
New Delhi,2014,Hyundai,Verna FLUIDIC 1.4 CRDI CX,Manual,"1,32,689 km",Diesel,1st Owner,"₹5,05,000"
New Delhi,2016,Honda,Amaze 1.2 SMT I VTEC,Manual,"64,544 km",Petrol,2nd Owner,"₹3,95,000"
New Delhi,2010,Honda,City V MT PETROL,Manual,"90,470 km",Petrol,2nd Owner,"₹2,60,000"
New Delhi,2012,Honda,City V MT PETROL,Manual,"55,376 km",Petrol,2nd Owner,"₹3,17,000"
New Delhi,2016,Honda,Amaze 1.2 SMT I VTEC,Manual,"37,136 km",Petrol,1st Owner,"₹4,32,000"
New Delhi,2020,Honda,City ZX MT PETROL,,"1,963 km",Petrol,1st Owner,"₹13,00,000"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"78,797 km",Diesel,1st Owner,"₹3,85,000"
New Delhi,2012,Skoda,Fabia 1.2 MPI ACTIVE PLUS,Manual,"41,761 km",Petrol,2nd Owner,"₹1,90,000"
New Delhi,2017,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"5,094 km",Petrol,1st Owner,"₹4,39,000"
New Delhi,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"22,455 km",Petrol,1st Owner,"₹4,50,000"
New Delhi,2019,Maruti,Alto LXI,Manual,"10,554 km",Petrol,1st Owner,"₹3,29,000"
New Delhi,2017,Hyundai,Grand i10 SPORTZ O 1.2,Manual,"8,055 km",Petrol,1st Owner,"₹5,05,000"
New Delhi,2018,Maruti,Alto 800 LXI,Manual,"11,373 km",Petrol,1st Owner,"₹2,90,000"
New Delhi,2015,Tata,Nano TWIST XTA,Automatic,"37,315 km",Petrol,2nd Owner,"₹1,00,000"
New Delhi,2018,Maruti,Wagon R 1.0 LXI CNG,Manual,"29,153 km",Petrol + CNG,1st Owner,"₹4,59,000"
New Delhi,2015,Maruti,Swift VXI,Manual,"20,517 km",Petrol,1st Owner,"₹4,40,000"
New Delhi,2010,Maruti,Swift LXI,Manual,"66,171 km",Petrol,2nd Owner,"₹1,75,000"
New Delhi,2016,Maruti,Wagon R 1.0 VXI,Manual,"27,654 km",Petrol,1st Owner,"₹3,35,000"
New Delhi,2010,Maruti,Swift VXI,Manual,"46,441 km",Petrol,1st Owner,"₹2,20,000"
New Delhi,2015,Maruti,Baleno SIGMA 1.2 K12,Manual,"46,137 km",Petrol,1st Owner,"₹4,39,000"
New Delhi,2017,Maruti,Celerio VXI (O) AMT,Automatic,"36,606 km",Petrol,1st Owner,"₹3,70,000"
New Delhi,2011,Hyundai,Santro Xing GL PLUS,Manual,"64,241 km",Petrol,2nd Owner,"₹1,56,000"
New Delhi,2018,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"64,949 km",Petrol,1st Owner,"₹4,46,000"
New Delhi,2010,Hyundai,i10 MAGNA 1.2,Manual,"41,129 km",Petrol,1st Owner,"₹1,97,000"
New Delhi,2018,Maruti,Swift VXI,Manual,"22,665 km",Petrol,1st Owner,"₹5,80,000"
New Delhi,2014,Hyundai,Santro Xing GL PLUS,Manual,"39,366 km",Petrol,1st Owner,"₹2,70,000"
New Delhi,2015,Hyundai,Eon ERA PLUS,Manual,"33,634 km",Petrol,1st Owner,"₹2,43,000"
New Delhi,2015,BMW,5 Series 520D LUXURY LINE,Automatic,"80,187 km",Diesel,2nd Owner,"₹20,44,099"
New Delhi,2013,BMW,5 Series 520D LUXURY LINE,Automatic,"82,070 km",Diesel,2nd Owner,"₹16,49,099"
New Delhi,2015,Toyota,Corolla Altis D 4D J,Manual,"83,358 km",Diesel,1st Owner,"₹7,21,000"
New Delhi,2013,Mercedes,Benz C Class C 220 CDI CLASSIC,Manual,"79,139 km",Diesel,2nd Owner,"₹8,46,000"
New Delhi,2014,Mercedes,Benz C Class C 220 CDI AVANTGARDE,Manual,"1,01,322 km",Diesel,2nd Owner,"₹12,28,000"
New Delhi,2009,Toyota,Corolla Altis G,Manual,"1,45,640 km",Petrol,2nd Owner,"₹1,86,971"
New Delhi,2013,Hyundai,New Elantra BASE 1.6,Manual,"59,131 km",Diesel,2nd Owner,"₹4,75,000"
New Delhi,2011,Mercedes,Benz C Class 200 CGI AVANTGARDE,Manual,"32,626 km",Petrol,2nd Owner,"₹8,75,000"
New Delhi,2013,Mercedes,Benz E Class E 250 CDI ELEGANCE,Manual,"64,846 km",Diesel,3rd Owner,"₹15,50,000"
New Delhi,2012,Skoda,Superb ELEGANCE 1.8 TSI AT,Automatic,"90,892 km",Petrol,2nd Owner,"₹4,26,000"
New Delhi,2016,Mercedes,Benz S Class S 400,Manual,"17,130 km",Petrol,1st Owner,"₹65,00,000"
New Delhi,2010,Toyota,Corolla Altis GL,Manual,"95,237 km",Petrol,1st Owner,"₹3,01,000"
New Delhi,2014,Jaguar,XF 2.2 DIESEL,Automatic,"78,698 km",Diesel,1st Owner,"₹17,37,000"
New Delhi,2015,Audi,A3 35TDI,,"61,208 km",Diesel,2nd Owner,"₹10,95,000"
New Delhi,2018,Toyota,Corolla Altis 1.8 J,,"42,563 km",Petrol,1st Owner,"₹9,90,000"
New Delhi,2014,BMW,3 Series 320D LUXURYLINE,Automatic,"96,334 km",Diesel,2nd Owner,"₹15,40,000"
New Delhi,2011,Toyota,Corolla Altis 1.8 G,,"1,21,508 km",Petrol,1st Owner,"₹3,45,999"
New Delhi,2018,Hyundai,New Elantra 1.6 SX AT O,Automatic,"44,347 km",Diesel,1st Owner,"₹15,38,199"
New Delhi,2013,Mercedes,Benz E Class E 220 CDI ELEGANCE,Automatic,"69,864 km",Diesel,3rd Owner,"₹11,54,799"
New Delhi,2013,Chevrolet,Cruze LTZ,Manual,"91,254 km",Diesel,1st Owner,"₹4,69,299"
New Delhi,2015,BMW,5 Series 520D LUXURY LINE,Automatic,"80,187 km",Diesel,2nd Owner,"₹20,44,099"
New Delhi,2013,BMW,5 Series 520D LUXURY LINE,Automatic,"82,070 km",Diesel,2nd Owner,"₹16,49,099"
New Delhi,2017,Mahindra,XUV500 W6 4X2,Manual,"36,851 km",Diesel,1st Owner,"₹8,26,000"
New Delhi,2017,Mahindra,XUV500 W10 FWD,Manual,"81,240 km",Diesel,2nd Owner,"₹9,92,000"
New Delhi,2013,Ssangyong,Rexton RX7,Manual,"1,15,610 km",Diesel,1st Owner,"₹6,50,000"
New Delhi,2014,Volvo,XC 60 D4 SUMMUM,Automatic,"52,968 km",Diesel,1st Owner,"₹12,90,000"
New Delhi,2013,Mahindra,XUV500 W6 4X2,Manual,"1,00,133 km",Diesel,1st Owner,"₹4,76,000"
New Delhi,2017,Mahindra,XUV500 W6 4X2,Manual,"98,873 km",Diesel,2nd Owner,"₹9,35,000"
New Delhi,2014,Mercedes,Benz Ml Class 250 CDI,Manual,"96,351 km",Diesel,2nd Owner,"₹19,98,000"
New Delhi,2017,Mahindra,XUV500 W10 AT,Automatic,"53,597 km",Diesel,1st Owner,"₹12,51,000"
New Delhi,2007,Honda,CRV 2.4 MT,Manual,"86,042 km",Petrol,1st Owner,"₹2,71,000"
New Delhi,2015,Mahindra,XUV500 W10,Manual,"40,188 km",Diesel,1st Owner,"₹9,85,000"
New Delhi,2015,Audi,Q3 35 TDI Quattro,Automatic,"80,076 km",Diesel,1st Owner,"₹16,25,000"
New Delhi,2014,Mahindra,XUV500 W6 4X2,Manual,"42,192 km",Diesel,1st Owner,"₹6,75,000"
New Delhi,2015,Mahindra,XUV500 W10 FWD,,"73,529 km",Diesel,2nd Owner,"₹7,99,000"
New Delhi,2019,Ford,Endeavour 2.2L AT Titanium Plus Sunroof,Automatic,"29,217 km",Diesel,1st Owner,"₹29,99,000"
New Delhi,2013,Mahindra,XUV500 W8 FWD,Manual,"88,615 km",Diesel,2nd Owner,"₹4,70,000"
New Delhi,2016,Ford,Endeavour 3.2l 4X4 AT Titanium,Automatic,"1,08,298 km",Diesel,1st Owner,"₹24,05,000"
New Delhi,2015,Mahindra,XUV500 W10,Manual,"1,42,183 km",Diesel,1st Owner,"₹8,51,000"
New Delhi,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,47,459 km",Diesel,1st Owner,"₹11,60,000"
Noida,2015,Maruti,Ertiga ZDI,Manual,"65,754 km",Diesel,1st Owner,"₹5,75,000"
Noida,2019,Renault,TRIBER 1.0 RXT,,"48,151 km",Petrol,1st Owner,"₹4,99,000"
Noida,2018,Maruti,Vitara Brezza ZDI,Manual,"58,827 km",Diesel,1st Owner,"₹7,32,000"
Noida,2018,Hyundai,Creta 1.4 E PLUS CRDI,,"66,356 km",Diesel,1st Owner,"₹8,99,999"
Noida,2015,Hyundai,Creta 1.6 S,Manual,"55,668 km",Petrol,1st Owner,"₹8,00,000"
Noida,2017,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"35,515 km",Petrol,1st Owner,"₹7,60,000"
Noida,2016,Toyota,Innova Crysta 2.4 ZX 7 STR,Manual,"16,070 km",Diesel,1st Owner,"₹17,00,000"
Noida,2015,Mahindra,TUV300 T8 AT,Automatic,"65,766 km",Diesel,1st Owner,"₹5,71,000"
Noida,2017,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"73,223 km",Diesel,1st Owner,"₹7,95,000"
Noida,2019,Tata,NEXON XM 1.2,Manual,"11,664 km",Petrol,1st Owner,"₹7,30,000"
Noida,2016,Mahindra,Scorpio S4PLUS,Manual,"73,797 km",Diesel,2nd Owner,"₹8,08,000"
Noida,2014,Renault,Duster RXZ DIESEL 110,Manual,"75,416 km",Diesel,2nd Owner,"₹3,95,000"
Noida,2019,Ford,Ecosport 1.5 TREND TI VCT AT,Manual,"36,307 km",Petrol,1st Owner,"₹8,70,000"
Noida,2017,Maruti,Ertiga VDI SHVS,Manual,"50,672 km",Diesel,1st Owner,"₹6,75,000"
Noida,2017,Maruti,Ertiga VDI SHVS,Manual,"46,994 km",Diesel,1st Owner,"₹6,85,000"
Noida,2016,Maruti,S Cross SIGMA 1.3,Manual,"60,488 km",Diesel,1st Owner,"₹5,25,000"
Noida,2016,Maruti,Vitara Brezza LDI,Manual,"57,004 km",Diesel,2nd Owner,"₹6,50,000"
Noida,2016,Mahindra,Scorpio S6 PLUS,Manual,"73,732 km",Diesel,2nd Owner,"₹8,10,000"
Noida,2017,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"79,484 km",Diesel,1st Owner,"₹7,15,000"
Noida,2016,Maruti,Eeco 7 STR,Manual,"1,01,223 km",Petrol,1st Owner,"₹2,73,000"
Noida,2020,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,766 km,Petrol,1st Owner,"₹9,19,000"
Noida,2011,Honda,City V MT PETROL,Manual,"61,366 km",Petrol,2nd Owner,"₹3,31,000"
Noida,2010,Maruti,Swift Dzire LXI 1.2 BS IV,Manual,"50,475 km",Petrol,1st Owner,"₹2,49,000"
Noida,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"56,930 km",Petrol,1st Owner,"₹4,09,000"
Noida,2013,Nissan,Sunny XL DIESEL,Manual,"65,603 km",Diesel,1st Owner,"₹2,37,000"
Noida,2019,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"31,591 km",Petrol,1st Owner,"₹7,05,000"
Noida,2014,Maruti,Swift Dzire VDI BS IV,Manual,"72,694 km",Diesel,1st Owner,"₹3,68,000"
Noida,2015,Maruti,Swift Dzire VDI BS IV,Manual,"80,515 km",Diesel,1st Owner,"₹4,05,000"
Noida,2013,Hyundai,Verna FLUIDIC 1.6 SX CRDI,Manual,"92,768 km",Diesel,1st Owner,"₹4,17,000"
Noida,2016,Honda,City V MT PETROL,Manual,"97,243 km",Petrol,1st Owner,"₹5,91,000"
Noida,2013,Renault,Scala RXL PETROL,Manual,"99,412 km",Petrol,2nd Owner,"₹2,35,000"
Noida,2016,Maruti,Ciaz VDI+ SHVS,Manual,"52,979 km",Diesel,2nd Owner,"₹5,40,000"
Noida,2013,Volkswagen,Vento COMFORTLINE DIESEL,Manual,"95,569 km",Diesel,1st Owner,"₹2,87,000"
Noida,2014,Hyundai,Verna FLUIDIC 1.4 CRDI CX,Manual,"1,32,689 km",Diesel,1st Owner,"₹5,05,000"
Noida,2016,Honda,Amaze 1.2 SMT I VTEC,Manual,"64,544 km",Petrol,2nd Owner,"₹3,95,000"
Noida,2010,Honda,City V MT PETROL,Manual,"90,470 km",Petrol,2nd Owner,"₹2,60,000"
Noida,2012,Honda,City V MT PETROL,Manual,"55,376 km",Petrol,2nd Owner,"₹3,17,000"
Noida,2016,Honda,Amaze 1.2 SMT I VTEC,Manual,"37,136 km",Petrol,1st Owner,"₹4,32,000"
Noida,2020,Honda,City ZX MT PETROL,,"1,963 km",Petrol,1st Owner,"₹13,00,000"
Noida,2014,Maruti,Swift Dzire VDI BS IV,Manual,"78,797 km",Diesel,1st Owner,"₹3,85,000"
Noida,2012,Skoda,Fabia 1.2 MPI ACTIVE PLUS,Manual,"41,761 km",Petrol,2nd Owner,"₹1,90,000"
Noida,2017,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"5,094 km",Petrol,1st Owner,"₹4,39,000"
Noida,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"22,455 km",Petrol,1st Owner,"₹4,50,000"
Noida,2019,Maruti,Alto LXI,Manual,"10,554 km",Petrol,1st Owner,"₹3,29,000"
Noida,2017,Hyundai,Grand i10 SPORTZ O 1.2,Manual,"8,055 km",Petrol,1st Owner,"₹5,05,000"
Noida,2018,Maruti,Alto 800 LXI,Manual,"11,373 km",Petrol,1st Owner,"₹2,90,000"
Noida,2015,Tata,Nano TWIST XTA,Automatic,"37,315 km",Petrol,2nd Owner,"₹1,00,000"
Noida,2018,Maruti,Wagon R 1.0 LXI CNG,Manual,"29,153 km",Petrol + CNG,1st Owner,"₹4,59,000"
Noida,2015,Maruti,Swift VXI,Manual,"20,517 km",Petrol,1st Owner,"₹4,40,000"
Noida,2010,Maruti,Swift LXI,Manual,"66,171 km",Petrol,2nd Owner,"₹1,75,000"
Noida,2016,Maruti,Wagon R 1.0 VXI,Manual,"27,654 km",Petrol,1st Owner,"₹3,35,000"
Noida,2010,Maruti,Swift VXI,Manual,"46,441 km",Petrol,1st Owner,"₹2,20,000"
Noida,2015,Maruti,Baleno SIGMA 1.2 K12,Manual,"46,137 km",Petrol,1st Owner,"₹4,39,000"
Noida,2017,Maruti,Celerio VXI (O) AMT,Automatic,"36,606 km",Petrol,1st Owner,"₹3,70,000"
Noida,2011,Hyundai,Santro Xing GL PLUS,Manual,"64,241 km",Petrol,2nd Owner,"₹1,56,000"
Noida,2018,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"64,949 km",Petrol,1st Owner,"₹4,46,000"
Noida,2010,Hyundai,i10 MAGNA 1.2,Manual,"41,129 km",Petrol,1st Owner,"₹1,97,000"
Noida,2018,Maruti,Swift VXI,Manual,"22,665 km",Petrol,1st Owner,"₹5,80,000"
Noida,2014,Hyundai,Santro Xing GL PLUS,Manual,"39,366 km",Petrol,1st Owner,"₹2,70,000"
Noida,2015,Hyundai,Eon ERA PLUS,Manual,"33,634 km",Petrol,1st Owner,"₹2,43,000"
Noida,2015,BMW,5 Series 520D LUXURY LINE,Automatic,"80,187 km",Diesel,2nd Owner,"₹20,44,099"
Noida,2013,BMW,5 Series 520D LUXURY LINE,Automatic,"82,070 km",Diesel,2nd Owner,"₹16,49,099"
Noida,2011,Mercedes,Benz C Class 200 CGI AVANTGARDE,Manual,"32,626 km",Petrol,2nd Owner,"₹8,75,000"
Noida,2013,Mercedes,Benz E Class E 250 CDI ELEGANCE,Manual,"64,846 km",Diesel,3rd Owner,"₹15,50,000"
Noida,2012,Skoda,Superb ELEGANCE 1.8 TSI AT,Automatic,"90,892 km",Petrol,2nd Owner,"₹4,26,000"
Noida,2016,Mercedes,Benz S Class S 400,Manual,"17,130 km",Petrol,1st Owner,"₹65,00,000"
Noida,2015,Toyota,Corolla Altis D 4D J,Manual,"83,358 km",Diesel,1st Owner,"₹7,21,000"
Noida,2013,Mercedes,Benz C Class C 220 CDI CLASSIC,Manual,"79,139 km",Diesel,2nd Owner,"₹8,46,000"
Noida,2014,Mercedes,Benz C Class C 220 CDI AVANTGARDE,Manual,"1,01,322 km",Diesel,2nd Owner,"₹12,28,000"
Noida,2009,Toyota,Corolla Altis G,Manual,"1,45,640 km",Petrol,2nd Owner,"₹1,86,971"
Noida,2013,Hyundai,New Elantra BASE 1.6,Manual,"59,131 km",Diesel,2nd Owner,"₹4,75,000"
Noida,2015,Audi,A3 35TDI,,"61,208 km",Diesel,2nd Owner,"₹10,95,000"
Noida,2018,Toyota,Corolla Altis 1.8 J,,"42,563 km",Petrol,1st Owner,"₹9,90,000"
Noida,2014,BMW,3 Series 320D LUXURYLINE,Automatic,"96,334 km",Diesel,2nd Owner,"₹15,40,000"
Noida,2010,Toyota,Corolla Altis GL,Manual,"95,237 km",Petrol,1st Owner,"₹3,01,000"
Noida,2014,Jaguar,XF 2.2 DIESEL,Automatic,"78,698 km",Diesel,1st Owner,"₹17,37,000"
